PROJECT INFO
File Path,N15302-KCA-ZZ-ZZ-M3-A-00010_APARTMENTS_detached.rvt
File Name,N15302-KCA-ZZ-ZZ-M3-A-00010_APARTMENTS_detached
Central File Path,"Error extracting central file path: File does not exist.
Parameter name: file"
Export by,m.cubero@karakusevic-carson.com
Export Date,2025-01-14
Export Time,18:53:01
DATA
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,CeilingPlan,G2-17001-1_Level 2,False,17000-RCPs,"G2-17001 - RCP, Building G2, First to Fifth Floor Plan - 1"
14463361,Ceilings-Refer to 14000 series,True,True,CeilingPlan,G2-17001-1_Level 2,False,17000-RCPs,"G2-17001 - RCP, Building G2, First to Fifth Floor Plan - 1"
14463493,Ceilings-Plasterboard Ceiling,True,True,CeilingPlan,G2-17001-1_Level 2,False,17000-RCPs,"G2-17001 - RCP, Building G2, First to Fifth Floor Plan - 1"
14463523,Ceilings-CP board,True,True,CeilingPlan,G2-17001-1_Level 2,False,17000-RCPs,"G2-17001 - RCP, Building G2, First to Fifth Floor Plan - 1"
14495319,"GM-Family Name-Contains-""Pipe""",True,False,CeilingPlan,G2-17001-1_Level 2,False,17000-RCPs,"G2-17001 - RCP, Building G2, First to Fifth Floor Plan - 1"
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,CeilingPlan,G2-17001-1_Level 2,False,17000-RCPs,"G2-17001 - RCP, Building G2, First to Fifth Floor Plan - 1"
14495329,"GM-Family Name-Contains-""Stair""",True,False,CeilingPlan,G2-17001-1_Level 2,False,17000-RCPs,"G2-17001 - RCP, Building G2, First to Fifth Floor Plan - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,CeilingPlan,G2-17001-1_Level 2,False,17000-RCPs,"G2-17001 - RCP, Building G2, First to Fifth Floor Plan - 1"
12446860,Walls-Unit Internal,True,True,CeilingPlan,G2-17000-1_Level 0,False,17000-RCPs,"G2-17000 - RCP, Building G2, Ground Floor Plan - 1"
12446861,"Walls-Comment-Contains-""Entrance""",True,True,CeilingPlan,G2-17000-1_Level 0,False,17000-RCPs,"G2-17000 - RCP, Building G2, Ground Floor Plan - 1"
13056547,"Walls-Type Name - Contrains-""Concrete""",True,True,CeilingPlan,G2-17000-1_Level 0,False,17000-RCPs,"G2-17000 - RCP, Building G2, Ground Floor Plan - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,CeilingPlan,G2-17000-1_Level 0,False,17000-RCPs,"G2-17000 - RCP, Building G2, Ground Floor Plan - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,CeilingPlan,G2-17000-1_Level 0,False,17000-RCPs,"G2-17000 - RCP, Building G2, Ground Floor Plan - 1"
14463361,Ceilings-Refer to 14000 series,True,True,CeilingPlan,G2-17000-1_Level 0,False,17000-RCPs,"G2-17000 - RCP, Building G2, Ground Floor Plan - 1"
14463493,Ceilings-Plasterboard Ceiling,True,True,CeilingPlan,G2-17000-1_Level 0,False,17000-RCPs,"G2-17000 - RCP, Building G2, Ground Floor Plan - 1"
14463523,Ceilings-CP board,True,True,CeilingPlan,G2-17000-1_Level 0,False,17000-RCPs,"G2-17000 - RCP, Building G2, Ground Floor Plan - 1"
14495319,"GM-Family Name-Contains-""Pipe""",True,False,CeilingPlan,G2-17000-1_Level 0,False,17000-RCPs,"G2-17000 - RCP, Building G2, Ground Floor Plan - 1"
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,CeilingPlan,G2-17000-1_Level 0,False,17000-RCPs,"G2-17000 - RCP, Building G2, Ground Floor Plan - 1"
14495329,"GM-Family Name-Contains-""Stair""",True,False,CeilingPlan,G2-17000-1_Level 0,False,17000-RCPs,"G2-17000 - RCP, Building G2, Ground Floor Plan - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,CeilingPlan,G2-17000-1_Level 0,False,17000-RCPs,"G2-17000 - RCP, Building G2, Ground Floor Plan - 1"
12446860,Walls-Unit Internal,True,True,View Template,17000-RCPs,True,N/A,Not in a sheet
12446861,"Walls-Comment-Contains-""Entrance""",True,True,View Template,17000-RCPs,True,N/A,Not in a sheet
13056547,"Walls-Type Name - Contrains-""Concrete""",True,True,View Template,17000-RCPs,True,N/A,Not in a sheet
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,View Template,17000-RCPs,True,N/A,Not in a sheet
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,View Template,17000-RCPs,True,N/A,Not in a sheet
14463361,Ceilings-Refer to 14000 series,True,True,View Template,17000-RCPs,True,N/A,Not in a sheet
14463493,Ceilings-Plasterboard Ceiling,True,True,View Template,17000-RCPs,True,N/A,Not in a sheet
14463523,Ceilings-CP board,True,True,View Template,17000-RCPs,True,N/A,Not in a sheet
14495319,"GM-Family Name-Contains-""Pipe""",True,False,View Template,17000-RCPs,True,N/A,Not in a sheet
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,View Template,17000-RCPs,True,N/A,Not in a sheet
14495329,"GM-Family Name-Contains-""Stair""",True,False,View Template,17000-RCPs,True,N/A,Not in a sheet
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,View Template,17000-RCPs,True,N/A,Not in a sheet
12446860,Walls-Unit Internal,True,True,CeilingPlan,EX-17000-1_Level 0 - Sheet EX-17000,False,17000-RCPs,"EX-17000 - RCP, Building EX, Ground Floor Plan Part 01 - 1"
12446861,"Walls-Comment-Contains-""Entrance""",True,True,CeilingPlan,EX-17000-1_Level 0 - Sheet EX-17000,False,17000-RCPs,"EX-17000 - RCP, Building EX, Ground Floor Plan Part 01 - 1"
13056547,"Walls-Type Name - Contrains-""Concrete""",True,True,CeilingPlan,EX-17000-1_Level 0 - Sheet EX-17000,False,17000-RCPs,"EX-17000 - RCP, Building EX, Ground Floor Plan Part 01 - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,False,CeilingPlan,EX-17000-1_Level 0 - Sheet EX-17000,False,17000-RCPs,"EX-17000 - RCP, Building EX, Ground Floor Plan Part 01 - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,CeilingPlan,EX-17000-1_Level 0 - Sheet EX-17000,False,17000-RCPs,"EX-17000 - RCP, Building EX, Ground Floor Plan Part 01 - 1"
14463361,Ceilings-Refer to 14000 series,True,True,CeilingPlan,EX-17000-1_Level 0 - Sheet EX-17000,False,17000-RCPs,"EX-17000 - RCP, Building EX, Ground Floor Plan Part 01 - 1"
14463493,Ceilings-Plasterboard Ceiling,True,True,CeilingPlan,EX-17000-1_Level 0 - Sheet EX-17000,False,17000-RCPs,"EX-17000 - RCP, Building EX, Ground Floor Plan Part 01 - 1"
14463523,Ceilings-CP board,True,True,CeilingPlan,EX-17000-1_Level 0 - Sheet EX-17000,False,17000-RCPs,"EX-17000 - RCP, Building EX, Ground Floor Plan Part 01 - 1"
14495319,"GM-Family Name-Contains-""Pipe""",True,False,CeilingPlan,EX-17000-1_Level 0 - Sheet EX-17000,False,17000-RCPs,"EX-17000 - RCP, Building EX, Ground Floor Plan Part 01 - 1"
14495321,"GM-Family Name Contains ""Radiator"" OR ""Mirror"" OR ""GlassScreen""",True,False,CeilingPlan,EX-17000-1_Level 0 - Sheet EX-17000,False,17000-RCPs,"EX-17000 - RCP, Building EX, Ground Floor Plan Part 01 - 1"
14495329,"GM-Family Name-Contains-""Stair""",True,False,CeilingPlan,EX-17000-1_Level 0 - Sheet EX-17000,False,17000-RCPs,"EX-17000 - RCP, Building EX, Ground Floor Plan Part 01 - 1"
14689179,"GM-Family Name-Contains-""AnnotText"" and Type name-does not contain-""RCP""",True,True,CeilingPlan,EX-17000-1_Level 0 - Sheet EX-17000,False,17000-RCPs,"EX-17000 - RCP, Building EX, Ground Floor Plan Part 01 - 1"
739005,Walls-Width-Is Greater Than Or-250,False,True,CeilingPlan,Series 17000 Tags,False,Not View Template Assigned,Not in a sheet
953157,Views-Hide Building Elevations,True,False,CeilingPlan,Series 17000 Tags,False,Not View Template Assigned,Not in a sheet
953170,Views-Hide Building Sections,True,False,CeilingPlan,Series 17000 Tags,False,Not View Template Assigned,Not in a sheet
12446860,Walls-Unit Internal,True,True,CeilingPlan,Series 17000 Tags,False,Not View Template Assigned,Not in a sheet
12446861,"Walls-Comment-Contains-""Entrance""",True,True,CeilingPlan,Series 17000 Tags,False,Not View Template Assigned,Not in a sheet
5591130,GM-Model Text,True,False,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
11987020,GM-DryRiser,True,True,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
12880357,"DI-Family Name-Contains-""BreakLine""",True,True,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
12929628,"MEP Placeholder-Type Name-Beggins With-""IN""",True,False,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
12929629,"MEP Placeholder-Type Name-Beggins With-""ROOF""",True,False,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
12929630,"MEP Placeholder-Type Name-Equals-""FLUE""",True,False,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
12929631,"MEP Placeholder-Type Name-Equals-""GULLY""",True,True,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
12929632,"MEP Placeholder-Type Name-Equals-""RWO"" or ""RWP ROOF""",True,True,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
12929633,"MEP Placeholder-Type Name-Equals-""RWP""",True,True,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
12929634,"MEP Placeholder-Type Name-Equals-""STUB STACK""",True,True,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
12929635,"MEP Placeholder-Type Name-Equals-""SVP""",True,True,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
12929639,"MEP Placeholder-Type Name-Equals-""STUB STACK Under Counter""",True,True,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
12982318,"Walls-Type Name-Does Not Begin With-""Ss_25_""",True,True,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
12995800,"TEMP-PF-Familiy Name-Contains-""PF_Cooker""",True,False,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
13067092,"Walls-Type Name-Contains-""Placeholder 200mm Concrete""",True,True,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,True,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
13308233,"MEP Placeholder-Type Name-Equals-""RWP_Balcony""",True,True,AreaPlan,ZZ-10000-1_Level 0,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10000 - Sitewide, Proposed Ground Floor Plan - 1"
5591130,GM-Model Text,True,False,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
11987020,GM-DryRiser,True,True,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
12880357,"DI-Family Name-Contains-""BreakLine""",True,True,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
12929628,"MEP Placeholder-Type Name-Beggins With-""IN""",True,False,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
12929629,"MEP Placeholder-Type Name-Beggins With-""ROOF""",True,False,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
12929630,"MEP Placeholder-Type Name-Equals-""FLUE""",True,False,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
12929631,"MEP Placeholder-Type Name-Equals-""GULLY""",True,True,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
12929632,"MEP Placeholder-Type Name-Equals-""RWO"" or ""RWP ROOF""",True,True,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
12929633,"MEP Placeholder-Type Name-Equals-""RWP""",True,True,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
12929634,"MEP Placeholder-Type Name-Equals-""STUB STACK""",True,True,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
12929635,"MEP Placeholder-Type Name-Equals-""SVP""",True,True,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
12929639,"MEP Placeholder-Type Name-Equals-""STUB STACK Under Counter""",True,True,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
12982318,"Walls-Type Name-Does Not Begin With-""Ss_25_""",True,True,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
12995800,"TEMP-PF-Familiy Name-Contains-""PF_Cooker""",True,False,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
13067092,"Walls-Type Name-Contains-""Placeholder 200mm Concrete""",True,True,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,True,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
13308233,"MEP Placeholder-Type Name-Equals-""RWP_Balcony""",True,True,AreaPlan,ZZ-10001-1_Level 1,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10001 - Sitewide, Proposed First Floor Plan - 1"
5591130,GM-Model Text,True,False,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
11987020,GM-DryRiser,True,True,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
12880357,"DI-Family Name-Contains-""BreakLine""",True,True,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
12929628,"MEP Placeholder-Type Name-Beggins With-""IN""",True,False,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
12929629,"MEP Placeholder-Type Name-Beggins With-""ROOF""",True,False,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
12929630,"MEP Placeholder-Type Name-Equals-""FLUE""",True,False,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
12929631,"MEP Placeholder-Type Name-Equals-""GULLY""",True,True,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
12929632,"MEP Placeholder-Type Name-Equals-""RWO"" or ""RWP ROOF""",True,True,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
12929633,"MEP Placeholder-Type Name-Equals-""RWP""",True,True,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
12929634,"MEP Placeholder-Type Name-Equals-""STUB STACK""",True,True,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
12929635,"MEP Placeholder-Type Name-Equals-""SVP""",True,True,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
12929639,"MEP Placeholder-Type Name-Equals-""STUB STACK Under Counter""",True,True,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
12982318,"Walls-Type Name-Does Not Begin With-""Ss_25_""",True,True,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
12995800,"TEMP-PF-Familiy Name-Contains-""PF_Cooker""",True,False,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
13067092,"Walls-Type Name-Contains-""Placeholder 200mm Concrete""",True,True,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,True,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
13308233,"MEP Placeholder-Type Name-Equals-""RWP_Balcony""",True,True,AreaPlan,ZZ-10002-1_Level 2,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10002 - Sitewide, Proposed Second Floor Plan - 1"
5591130,GM-Model Text,True,False,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
11987020,GM-DryRiser,True,True,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
12880357,"DI-Family Name-Contains-""BreakLine""",True,True,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
12929628,"MEP Placeholder-Type Name-Beggins With-""IN""",True,False,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
12929629,"MEP Placeholder-Type Name-Beggins With-""ROOF""",True,False,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
12929630,"MEP Placeholder-Type Name-Equals-""FLUE""",True,False,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
12929631,"MEP Placeholder-Type Name-Equals-""GULLY""",True,True,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
12929632,"MEP Placeholder-Type Name-Equals-""RWO"" or ""RWP ROOF""",True,True,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
12929633,"MEP Placeholder-Type Name-Equals-""RWP""",True,True,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
12929634,"MEP Placeholder-Type Name-Equals-""STUB STACK""",True,True,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
12929635,"MEP Placeholder-Type Name-Equals-""SVP""",True,True,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
12929639,"MEP Placeholder-Type Name-Equals-""STUB STACK Under Counter""",True,True,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
12982318,"Walls-Type Name-Does Not Begin With-""Ss_25_""",True,True,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
12995800,"TEMP-PF-Familiy Name-Contains-""PF_Cooker""",True,False,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
13067092,"Walls-Type Name-Contains-""Placeholder 200mm Concrete""",True,True,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
13259194,"GM-Family Name-Contains-""AirBrick""",True,True,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
13265341,"GM-Family Name-Contains-""FireStopPW""",True,True,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
13308233,"MEP Placeholder-Type Name-Equals-""RWP_Balcony""",True,True,AreaPlan,ZZ-10003-1_Level 3,False,SK-Sitewide Coordination Plan-1_500,"ZZ-10003 - Sitewide, Proposed Third Floor Plan - 1"
